index,Paris,Londres,Madrid,Berlin,Milan,Barcelone,Athenes,Rome,Birmingham,Lisbonne,Naples,Katowice,Manchester,Hambourg,Budapest,Bucarest,Varsovie,Stuttgart,Vienne,Munich,Bruxelles,Stockholm,Francfort,Cologne,Copenhague,Valence,Turin,Glasgow,Prague,Lyon,Sofia,Liverpool,Porto,Seville,Dublin,Helsinki,Amsterdam,Rotterdam,Dusseldorf,Essen-Oberhausen,Lille,Lodz,Marseille,Anvers,Bilbao,Newcastle,Cracovie,Bochum-Herne,Thessalonique,Nuremberg,Riga,Duisbourg,Dortmund,Hanovre,Zurich,Oslo,Breme,Dresde,Sheffield,Palerme,Poznan,Gelsenkirchen-Bottrop,Bordeaux,Wroclaw,Goteborg-Gothembourg,Saragosse,Genes,Catane,La Haye,Toulouse,Bristol,Vilnius,Sarrebruck,Malaga,Nantes,Leeds,Nottingham,Florence,Gdansk,Leipzig,Mannheim,Belfast,Portsmouth,Venise,Edimbourg ,Murcie,Nice,Liege,Bratislava,Leicester,Karlsruhe,Bergame,Palma,Bologne,Bielefeld,Rouen,Strasbourg,Tallinn,Szczecin,Grenoble,Bari,Toulon,Brighton,Darmstadt,Wuppertal,Utrecht,Bournemouth,Middlesbrough,Geneve,Bydgoszcz,Bale,Kaunas,Brno,Southampton,Lens,Augsbourg,Padoue,Ostrava,Las Palmas de Grande Canarie,Constanta,Castellammare di Stabia-Torre Annunziata,Stoke,Santa Cruz de Tenerife,Lublin,Cardiff,Iasi,Plovdiv,Bradford,Alicante,Cluj-Napoca,Grenade,Timisoara,Brescia,Galati,Montpellier,Varna,Verone,Busto Arsizio,Valladolid,Eindhoven,Charleroi,Cordoue,La Corogne,Craiova,Caserte,Coventry,Brasov,Bonn,La Valette,Gand,Gdynia
Marseille,7482.0,450.0,254.0,195.0,312.0,348.0,109.0,587.0,11.0,121.0,249.0,2.0,107.0,77.0,31.0,39.0,28.0,35.0,213.0,168.0,370.0,37.0,66.0,50.0,30.0,317.0,141.0,42.0,45.0,4131.0,21.0,78.0,171.0,65.0,39.0,18.0,152.0,117.0,14.0,4.0,1419.0,4.0,0.0,93.0,35.0,32.0,10.0,4.0,11.0,14.0,11.0,2.0,37.0,10.0,63.0,17.0,22.0,13.0,7.0,40.0,8.0,1.0,1969.0,4.0,17.0,12.0,329.0,8.0,24.0,1817.0,6.0,5.0,12.0,12.0,969.0,11.0,6.0,116.0,5.0,41.0,12.0,5.0,9.0,178.0,7.0,8.0,1834.0,87.0,5.0,12.0,13.0,7.0,23.0,44.0,1.0,446.0,869.0,13.0,0.0,983.0,18.0,1418.0,4.0,4.0,1.0,3.0,1.0,6.0,353.0,1.0,62.0,1.0,4.0,17.0,308.0,6.0,21.0,2.0,0.0,3.0,1.0,2.0,2.0,6.0,15.0,1.0,2.0,1.0,31.0,11.0,14.0,3.0,7.0,0.0,1168.0,8.0,27.0,1.0,3.0,25.0,22.0,10.0,13.0,1.0,0.0,4.0,1.0,11.0,30.0,37.0,0.0
Anvers,1275.0,497.0,87.0,175.0,93.0,63.0,21.0,288.0,8.0,52.0,64.0,2.0,23.0,141.0,30.0,8.0,41.0,19.0,162.0,81.0,2106.0,76.0,100.0,157.0,39.0,26.0,38.0,21.0,56.0,154.0,8.0,31.0,11.0,25.0,19.0,20.0,587.0,337.0,57.0,65.0,235.0,4.0,93.0,0.0,10.0,3.0,17.0,9.0,1.0,35.0,17.0,11.0,10.0,20.0,45.0,17.0,24.0,23.0,1.0,9.0,2.0,1.0,89.0,5.0,9.0,5.0,67.0,3.0,158.0,52.0,6.0,1.0,3.0,1.0,50.0,3.0,2.0,72.0,9.0,19.0,2.0,6.0,3.0,158.0,1.0,1.0,40.0,727.0,0.0,2.0,11.0,10.0,2.0,20.0,1.0,92.0,72.0,8.0,7.0,21.0,2.0,25.0,5.0,9.0,2.0,112.0,0.0,0.0,84.0,0.0,65.0,5.0,8.0,20.0,21.0,27.0,20.0,1.0,0.0,4.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,5.0,0.0,33.0,3.0,10.0,0.0,2.0,38.0,255.0,0.0,3.0,0.0,0.0,3.0,0.0,22.0,0.0,915.0,2.0
Bilbao,164.0,64.0,516.0,42.0,34.0,413.0,9.0,33.0,4.0,33.0,15.0,0.0,32.0,14.0,9.0,10.0,9.0,2.0,22.0,35.0,29.0,7.0,8.0,9.0,8.0,140.0,21.0,10.0,12.0,25.0,18.0,18.0,20.0,140.0,9.0,4.0,27.0,4.0,5.0,5.0,9.0,0.0,35.0,10.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,7.0,3.0,11.0,7.0,2.0,4.0,1.0,6.0,1.0,0.0,51.0,0.0,1.0,68.0,4.0,2.0,1.0,21.0,2.0,2.0,0.0,48.0,21.0,7.0,0.0,9.0,0.0,6.0,1.0,0.0,14.0,25.0,1.0,18.0,13.0,14.0,5.0,3.0,1.0,1.0,15.0,8.0,0.0,8.0,10.0,2.0,0.0,5.0,3.0,0.0,1.0,4.0,1.0,5.0,0.0,1.0,20.0,0.0,13.0,2.0,0.0,4.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,21.0,4.0,34.0,2.0,3.0,1.0,8.0,0.0,8.0,0.0,55.0,1.0,2.0,16.0,39.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0
Newcastle,77.0,279.0,27.0,11.0,32.0,30.0,9.0,21.0,69.0,13.0,3.0,1.0,291.0,19.0,4.0,6.0,4.0,2.0,13.0,17.0,13.0,6.0,7.0,5.0,13.0,12.0,11.0,85.0,5.0,21.0,4.0,211.0,12.0,9.0,22.0,2.0,29.0,13.0,2.0,3.0,5.0,0.0,32.0,3.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,8.0,10.0,11.0,6.0,4.0,3.0,78.0,3.0,0.0,0.0,24.0,0.0,9.0,2.0,5.0,0.0,3.0,12.0,64.0,1.0,0.0,1.0,5.0,114.0,57.0,7.0,2.0,6.0,3.0,26.0,39.0,4.0,37.0,1.0,10.0,5.0,0.0,92.0,3.0,2.0,0.0,2.0,1.0,1.0,4.0,1.0,0.0,7.0,0.0,10.0,31.0,0.0,0.0,8.0,23.0,45.0,4.0,0.0,8.0,1.0,0.0,75.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,30.0,0.0,0.0,60.0,1.0,1.0,21.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,1.0,2.0,1.0
Cracovie,294.0,72.0,16.0,122.0,20.0,13.0,10.0,120.0,3.0,7.0,6.0,104.0,10.0,17.0,43.0,16.0,754.0,8.0,227.0,64.0,35.0,21.0,23.0,15.0,17.0,7.0,7.0,3.0,154.0,17.0,8.0,2.0,3.0,4.0,4.0,11.0,24.0,4.0,7.0,6.0,5.0,148.0,10.0,17.0,2.0,0.0,0.0,3.0,2.0,24.0,13.0,1.0,4.0,5.0,21.0,8.0,4.0,25.0,1.0,1.0,212.0,0.0,13.0,189.0,1.0,4.0,7.0,0.0,7.0,10.0,0.0,74.0,0.0,1.0,4.0,2.0,3.0,17.0,102.0,27.0,1.0,0.0,0.0,31.0,0.0,0.0,10.0,10.0,25.0,3.0,2.0,1.0,2.0,27.0,0.0,7.0,23.0,5.0,38.0,13.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,36.0,25.0,22.0,2.0,15.0,1.0,1.0,8.0,23.0,4.0,1.0,0.0,0.0,1.0,0.0,188.0,1.0,1.0,1.0,2.0,1.0,9.0,0.0,0.0,2.0,0.0,15.0,2.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,7.0,0.0,3.0,30.0
Bochum-Herne,47.0,45.0,10.0,89.0,10.0,3.0,3.0,10.0,1.0,6.0,0.0,3.0,5.0,46.0,3.0,3.0,5.0,22.0,25.0,62.0,12.0,4.0,25.0,56.0,0.0,1.0,2.0,4.0,7.0,3.0,4.0,3.0,2.0,0.0,1.0,1.0,9.0,3.0,36.0,74.0,4.0,0.0,4.0,9.0,1.0,1.0,3.0,0.0,2.0,9.0,1.0,26.0,78.0,15.0,11.0,4.0,14.0,10.0,4.0,0.0,4.0,54.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,5.0,3.0,2.0,5.0,0.0,12.0,13.0,1.0,0.0,1.0,2.0,1.0,2.0,8.0,0.0,1.0,7.0,1.0,0.0,2.0,16.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,13.0,5.0,0.0,0.0,10.0,0.0,11.0,0.0,4.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,0.0,7.0,0.0
Thessalonique,80.0,53.0,7.0,59.0,41.0,10.0,408.0,116.0,0.0,5.0,15.0,3.0,2.0,6.0,14.0,16.0,6.0,5.0,31.0,8.0,22.0,6.0,15.0,5.0,10.0,3.0,10.0,0.0,8.0,11.0,59.0,1.0,4.0,5.0,1.0,3.0,5.0,2.0,5.0,2.0,2.0,1.0,11.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,5.0,4.0,0.0,4.0,0.0,5.0,3.0,0.0,1.0,0.0,1.0,2.0,19.0,1.0,4.0,5.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,14.0,2.0,5.0,2.0,0.0,0.0,99.0,0.0,0.0,5.0,2.0,5.0,0.0,3.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,6.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,4.0,0.0,1.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0
Nuremberg,173.0,120.0,30.0,342.0,29.0,10.0,6.0,86.0,2.0,16.0,16.0,4.0,6.0,134.0,24.0,6.0,14.0,110.0,183.0,408.0,25.0,10.0,187.0,102.0,12.0,8.0,2.0,5.0,84.0,21.0,3.0,4.0,1.0,4.0,6.0,13.0,30.0,20.0,50.0,22.0,5.0,5.0,14.0,35.0,0.0,1.0,24.0,9.0,3.0,0.0,6.0,8.0,37.0,57.0,46.0,5.0,49.0,79.0,1.0,3.0,4.0,2.0,5.0,9.0,3.0,3.0,12.0,1.0,14.0,9.0,1.0,3.0,7.0,1.0,4.0,1.0,2.0,31.0,6.0,114.0,42.0,2.0,0.0,62.0,2.0,2.0,11.0,5.0,7.0,0.0,22.0,1.0,1.0,14.0,9.0,4.0,83.0,0.0,2.0,3.0,1.0,1.0,0.0,21.0,4.0,11.0,0.0,0.0,25.0,1.0,69.0,0.0,4.0,4.0,0.0,157.0,14.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,18.0,0.0,7.0,0.0
Riga,125.0,56.0,20.0,132.0,17.0,21.0,13.0,25.0,1.0,18.0,7.0,1.0,1.0,36.0,25.0,12.0,76.0,9.0,48.0,38.0,46.0,78.0,23.0,18.0,38.0,4.0,5.0,4.0,49.0,8.0,24.0,3.0,4.0,5.0,14.0,69.0,28.0,7.0,12.0,4.0,1.0,17.0,11.0,17.0,1.0,0.0,13.0,1.0,2.0,6.0,0.0,0.0,3.0,8.0,14.0,11.0,19.0,24.0,1.0,1.0,2.0,0.0,2.0,4.0,10.0,0.0,5.0,1.0,1.0,7.0,2.0,87.0,0.0,4.0,2.0,0.0,0.0,6.0,18.0,19.0,3.0,0.0,3.0,11.0,0.0,0.0,8.0,26.0,7.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,9.0,140.0,5.0,3.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,12.0,3.0,11.0,40.0,6.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,2.0,19.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,6.0,7.0
Duisbourg,24.0,9.0,3.0,44.0,3.0,9.0,1.0,9.0,0.0,3.0,4.0,0.0,2.0,22.0,5.0,0.0,2.0,13.0,8.0,35.0,7.0,5.0,33.0,59.0,4.0,2.0,1.0,1.0,7.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,13.0,9.0,75.0,107.0,4.0,1.0,2.0,11.0,0.0,0.0,1.0,26.0,0.0,8.0,0.0,0.0,35.0,12.0,6.0,0.0,11.0,10.0,0.0,0.0,7.0,10.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0,2.0,1.0,0.0,13.0,11.0,0.0,0.0,2.0,0.0,0.0,2.0,13.0,1.0,0.0,6.0,1.0,0.0,1.0,5.0,2.0,15.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0.0
Dortmund,113.0,39.0,113.0,162.0,80.0,65.0,8.0,33.0,10.0,14.0,15.0,2.0,94.0,82.0,22.0,11.0,15.0,81.0,53.0,279.0,32.0,3.0,84.0,129.0,20.0,12.0,27.0,20.0,21.0,18.0,7.0,76.0,16.0,21.0,2.0,4.0,68.0,30.0,75.0,77.0,19.0,1.0,37.0,10.0,7.0,8.0,4.0,78.0,0.0,37.0,3.0,35.0,0.0,58.0,37.0,6.0,81.0,15.0,1.0,1.0,8.0,30.0,9.0,5.0,9.0,7.0,3.0,0.0,1.0,9.0,0.0,1.0,1.0,10.0,14.0,6.0,2.0,2.0,1.0,56.0,12.0,0.0,0.0,3.0,1.0,0.0,7.0,19.0,4.0,5.0,16.0,9.0,0.0,3.0,20.0,1.0,11.0,2.0,0.0,11.0,4.0,0.0,3.0,11.0,13.0,6.0,2.0,3.0,11.0,1.0,19.0,0.0,2.0,5.0,8.0,27.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,0.0,1.0,15.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,21.0,2.0,3.0,0.0
Hanovre,232.0,183.0,37.0,526.0,30.0,19.0,22.0,47.0,10.0,25.0,24.0,1.0,20.0,264.0,16.0,4.0,20.0,91.0,184.0,206.0,59.0,33.0,191.0,133.0,40.0,3.0,14.0,8.0,29.0,20.0,3.0,10.0,5.0,12.0,5.0,6.0,45.0,17.0,90.0,37.0,12.0,8.0,10.0,20.0,3.0,10.0,5.0,15.0,1.0,57.0,8.0,12.0,58.0,0.0,46.0,9.0,141.0,83.0,1.0,5.0,10.0,8.0,10.0,13.0,6.0,1.0,4.0,1.0,34.0,8.0,2.0,1.0,14.0,1.0,7.0,3.0,2.0,17.0,3.0,116.0,32.0,2.0,2.0,27.0,13.0,0.0,8.0,14.0,9.0,8.0,30.0,3.0,1.0,8.0,19.0,6.0,42.0,0.0,2.0,4.0,2.0,3.0,2.0,50.0,11.0,14.0,1.0,0.0,15.0,0.0,33.0,0.0,2.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,6.0,1.0,5.0,0.0,1.0,9.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,38.0,0.0,5.0,0.0
Zurich,1224.0,559.0,129.0,694.0,296.0,131.0,68.0,297.0,41.0,34.0,51.0,5.0,26.0,176.0,95.0,31.0,60.0,187.0,483.0,423.0,255.0,164.0,192.0,146.0,82.0,25.0,61.0,47.0,126.0,127.0,25.0,19.0,21.0,25.0,25.0,69.0,234.0,39.0,93.0,24.0,21.0,8.0,63.0,45.0,11.0,11.0,21.0,11.0,5.0,46.0,14.0,6.0,37.0,46.0,0.0,127.0,23.0,84.0,5.0,11.0,8.0,3.0,49.0,8.0,32.0,2.0,39.0,5.0,39.0,46.0,15.0,8.0,14.0,6.0,36.0,21.0,7.0,62.0,3.0,138.0,32.0,6.0,0.0,97.0,7.0,2.0,59.0,59.0,9.0,11.0,49.0,7.0,7.0,44.0,8.0,11.0,223.0,7.0,4.0,32.0,2.0,9.0,4.0,28.0,8.0,21.0,2.0,0.0,1054.0,4.0,1045.0,2.0,13.0,1.0,5.0,34.0,13.0,14.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,6.0,14.0,6.0,3.0,6.0,0.0,45.0,3.0,17.0,0.0,1.0,19.0,3.0,2.0,4.0,0.0,1.0,1.0,0.0,70.0,1.0,27.0,0.0
Oslo,368.0,261.0,61.0,187.0,48.0,36.0,30.0,127.0,26.0,27.0,10.0,4.0,14.0,47.0,24.0,6.0,35.0,31.0,81.0,63.0,124.0,307.0,25.0,36.0,161.0,10.0,27.0,19.0,35.0,35.0,13.0,10.0,8.0,5.0,30.0,102.0,64.0,17.0,29.0,4.0,13.0,1.0,17.0,17.0,7.0,6.0,8.0,4.0,4.0,5.0,11.0,0.0,6.0,9.0,127.0,0.0,7.0,17.0,2.0,5.0,2.0,0.0,12.0,3.0,76.0,1.0,7.0,1.0,19.0,9.0,9.0,9.0,3.0,2.0,7.0,6.0,0.0,17.0,4.0,24.0,4.0,3.0,2.0,23.0,8.0,0.0,21.0,8.0,4.0,0.0,8.0,0.0,2.0,13.0,1.0,9.0,31.0,17.0,1.0,17.0,0.0,3.0,0.0,9.0,5.0,7.0,1.0,0.0,42.0,7.0,12.0,2.0,3.0,3.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,4.0,0.0
Breme,104.0,75.0,37.0,296.0,51.0,34.0,11.0,47.0,2.0,16.0,6.0,0.0,20.0,579.0,11.0,9.0,10.0,76.0,61.0,200.0,31.0,19.0,100.0,137.0,30.0,9.0,14.0,9.0,25.0,18.0,10.0,14.0,6.0,7.0,9.0,8.0,55.0,40.0,55.0,33.0,10.0,1.0,22.0,24.0,2.0,4.0,4.0,14.0,0.0,49.0,19.0,11.0,81.0,141.0,23.0,7.0,0.0,49.0,2.0,2.0,3.0,13.0,26.0,4.0,10.0,1.0,14.0,0.0,15.0,8.0,1.0,1.0,17.0,5.0,16.0,2.0,3.0,7.0,4.0,71.0,30.0,1.0,3.0,8.0,1.0,0.0,8.0,15.0,0.0,2.0,19.0,1.0,1.0,6.0,15.0,11.0,30.0,4.0,1.0,6.0,3.0,2.0,0.0,11.0,3.0,18.0,0.0,0.0,14.0,0.0,27.0,0.0,0.0,12.0,2.0,24.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,4.0,0.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,31.0,0.0,9.0,1.0
Dresde,494.0,256.0,66.0,1064.0,70.0,30.0,30.0,164.0,8.0,28.0,58.0,5.0,10.0,274.0,52.0,21.0,107.0,117.0,448.0,409.0,74.0,48.0,189.0,132.0,54.0,3.0,47.0,7.0,216.0,40.0,16.0,9.0,5.0,12.0,4.0,13.0,72.0,19.0,121.0,40.0,21.0,4.0,13.0,23.0,4.0,3.0,25.0,10.0,4.0,79.0,24.0,10.0,15.0,83.0,84.0,17.0,49.0,0.0,2.0,8.0,11.0,1.0,18.0,14.0,6.0,3.0,16.0,0.0,22.0,24.0,2.0,11.0,13.0,0.0,6.0,2.0,2.0,84.0,8.0,736.0,37.0,0.0,2.0,104.0,0.0,0.0,14.0,4.0,6.0,1.0,41.0,4.0,3.0,28.0,13.0,7.0,54.0,5.0,6.0,8.0,2.0,1.0,2.0,48.0,10.0,5.0,1.0,1.0,43.0,2.0,43.0,1.0,10.0,0.0,1.0,24.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,0.0,3.0,0.0,2.0,3.0,2.0,3.0,0.0,15.0,0.0,15.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,6.0,0.0,46.0,0.0,14.0,1.0
Sheffield,41.0,239.0,4.0,16.0,9.0,19.0,4.0,10.0,87.0,5.0,0.0,0.0,188.0,4.0,3.0,1.0,1.0,2.0,7.0,12.0,7.0,2.0,1.0,4.0,3.0,1.0,2.0,38.0,6.0,4.0,1.0,94.0,3.0,4.0,19.0,2.0,8.0,3.0,0.0,0.0,2.0,0.0,7.0,1.0,1.0,78.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,1.0,1.0,53.0,0.0,0.0,0.0,3.0,120.0,110.0,5.0,0.0,2.0,2.0,15.0,26.0,1.0,13.0,0.0,19.0,4.0,0.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,25.0,0.0,0.0,0.0,11.0,20.0,0.0,0.0,2.0,0.0,0.0,32.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,49.0,0.0,0.0,34.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,1.0,1.0
Palerme,163.0,73.0,35.0,57.0,268.0,74.0,32.0,502.0,2.0,28.0,588.0,1.0,4.0,19.0,11.0,8.0,15.0,9.0,52.0,29.0,28.0,6.0,12.0,9.0,5.0,19.0,163.0,2.0,16.0,25.0,10.0,5.0,46.0,13.0,9.0,5.0,20.0,3.0,7.0,1.0,5.0,0.0,40.0,9.0,6.0,3.0,1.0,0.0,5.0,3.0,1.0,0.0,1.0,5.0,11.0,5.0,2.0,8.0,2.0,0.0,2.0,0.0,12.0,0.0,0.0,5.0,172.0,289.0,6.0,12.0,1.0,2.0,0.0,5.0,7.0,3.0,2.0,137.0,1.0,9.0,2.0,1.0,5.0,145.0,2.0,1.0,28.0,2.0,1.0,0.0,5.0,22.0,12.0,106.0,1.0,5.0,13.0,2.0,1.0,2.0,66.0,17.0,0.0,0.0,1.0,7.0,0.0,2.0,15.0,0.0,12.0,0.0,2.0,0.0,1.0,1.0,34.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,3.0,0.0,33.0,4.0,11.0,2.0,57.0,0.0,2.0,3.0,1.0,9.0,1.0,0.0,12.0,0.0,0.0,5.0,12.0,4.0,0.0
Poznan,63.0,29.0,10.0,100.0,14.0,10.0,8.0,26.0,1.0,8.0,9.0,52.0,22.0,10.0,18.0,10.0,329.0,5.0,35.0,29.0,20.0,9.0,22.0,10.0,4.0,0.0,5.0,5.0,42.0,6.0,5.0,5.0,4.0,5.0,1.0,6.0,18.0,9.0,9.0,3.0,1.0,110.0,8.0,2.0,1.0,0.0,212.0,4.0,3.0,4.0,2.0,7.0,8.0,10.0,8.0,2.0,3.0,11.0,0.0,2.0,0.0,2.0,4.0,106.0,2.0,3.0,4.0,0.0,2.0,4.0,1.0,16.0,0.0,1.0,1.0,1.0,0.0,8.0,66.0,14.0,1.0,2.0,0.0,6.0,1.0,0.0,0.0,1.0,8.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,56.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,46.0,14.0,0.0,5.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,2.0,0.0,0.0,0.0,1.0,8.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,26.0
Gelsenkirchen-Bottrop,13.0,8.0,3.0,26.0,11.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,18.0,2.0,1.0,0.0,13.0,1.0,31.0,2.0,1.0,11.0,28.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,5.0,1.0,0.0,1.0,1.0,0.0,20.0,45.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,54.0,0.0,2.0,0.0,10.0,30.0,8.0,3.0,0.0,13.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Bordeaux,6802.0,373.0,221.0,145.0,183.0,168.0,47.0,244.0,14.0,93.0,68.0,3.0,57.0,71.0,32.0,27.0,22.0,36.0,500.0,119.0,321.0,27.0,55.0,54.0,20.0,117.0,53.0,21.0,54.0,2367.0,22.0,42.0,68.0,44.0,29.0,13.0,121.0,34.0,15.0,3.0,1177.0,3.0,1969.0,89.0,51.0,24.0,13.0,1.0,1.0,5.0,2.0,2.0,9.0,10.0,49.0,12.0,26.0,18.0,3.0,12.0,4.0,0.0,0.0,2.0,8.0,25.0,66.0,2.0,32.0,2619.0,29.0,0.0,6.0,10.0,1576.0,8.0,4.0,67.0,2.0,33.0,7.0,2.0,9.0,65.0,14.0,6.0,869.0,65.0,7.0,17.0,12.0,3.0,6.0,28.0,0.0,524.0,787.0,3.0,3.0,500.0,5.0,400.0,2.0,6.0,1.0,12.0,3.0,1.0,210.0,1.0,32.0,4.0,2.0,9.0,272.0,7.0,7.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,34.0,0.0,1.0,1.0,5.0,14.0,24.0,3.0,7.0,0.0,869.0,3.0,11.0,0.0,6.0,22.0,19.0,8.0,16.0,5.0,1.0,1.0,0.0,12.0,11.0,69.0,0.0
